battle_slot_id	domain	candidate_available	candidate_id	candidate_count	formal_source	fallback_policy	binding_reason	notes
wz_exam_03	reward	true	rw_exam_exam_exam_capital_footwork	1	content_engine	legacy	slot_reward_lookup	reward 缺失则 legacy
wz_exam_03	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_operation_nodes	candidate only
wz_exam_03	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_narrative_hooks	key/hook only
wz_exam_03	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_route_gates	candidate only no formal routing change
wz_exam_04	battle_slot	true	wz_exam_04	1	content_engine	legacy	slot_discovered	battle slot candidate
wz_exam_04	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	default candidate
wz_exam_04	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_pool	readonly no CardData write
wz_exam_04	reward	true	rw_exam_exam_exam_capital_mixed_weapon	1	content_engine	legacy	slot_reward_lookup	reward 缺失则 legacy
wz_exam_04	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_operation_nodes	candidate only
wz_exam_04	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_narrative_hooks	key/hook only
wz_exam_04	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_route_gates	candidate only no formal routing change
wz_exam_05	battle_slot	true	wz_exam_05	1	content_engine	legacy	slot_discovered	battle slot candidate
wz_exam_05	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	default candidate
wz_exam_05	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_pool	readonly no CardData write
wz_exam_05	reward	true	rw_exam_exam_exam_imperial_final_examiner	1	content_engine	legacy	slot_reward_lookup	reward 缺失则 legacy
wz_exam_05	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_operation_nodes	candidate only
wz_exam_05	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_narrative_hooks	key/hook only
wz_exam_05	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_route_gates	candidate only no formal routing change
