battle_slot_id	domain	candidate_available	candidate_id	candidate_count	formal_source	fallback_policy	binding_reason	notes
wuju_exam_01	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wuju_exam_02	battle_slot	true	wuju_exam_02	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wuju_exam_02	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wuju_exam_02	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wuju_exam_02	reward	true	rw_wuju_exam_02	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wuju_exam_02	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wuju_exam_02	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wuju_exam_02	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wuju_exam_03	battle_slot	true	wuju_exam_03	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wuju_exam_03	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wuju_exam_03	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wuju_exam_03	reward	true	rw_wuju_exam_03	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wuju_exam_03	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wuju_exam_03	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wuju_exam_03	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wuju_weapon_01	battle_slot	true	wuju_weapon_01	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wuju_weapon_01	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wuju_weapon_01	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wuju_weapon_01	reward	true	rw_wuju_weapon_01	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wuju_weapon_01	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wuju_weapon_01	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wuju_weapon_01	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wuju_weapon_02	battle_slot	true	wuju_weapon_02	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wuju_weapon_02	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wuju_weapon_02	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wuju_weapon_02	reward	true	rw_wuju_weapon_02	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wuju_weapon_02	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wuju_weapon_02	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wuju_weapon_02	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wz_exam_01	battle_slot	true	wz_exam_01	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wz_exam_01	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wz_exam_01	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wz_exam_01	reward	true	rw_exam_exam_exam_capital_basic_weapon	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wz_exam_01	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wz_exam_01	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wz_exam_01	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wz_exam_02	battle_slot	true	wz_exam_02	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wz_exam_02	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wz_exam_02	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wz_exam_02	reward	true	rw_exam_exam_exam_capital_duel_chain	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wz_exam_02	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wz_exam_02	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wz_exam_02	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wz_exam_03	battle_slot	true	wz_exam_03	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wz_exam_03	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wz_exam_03	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wz_exam_03	reward	true	rw_exam_exam_exam_capital_footwork	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wz_exam_03	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wz_exam_03	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wz_exam_03	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wz_exam_04	battle_slot	true	wz_exam_04	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wz_exam_04	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wz_exam_04	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wz_exam_04	reward	true	rw_exam_exam_exam_capital_mixed_weapon	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wz_exam_04	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wz_exam_04	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wz_exam_04	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
wz_exam_05	battle_slot	true	wz_exam_05	1	content_engine	legacy	preview_battle_slot_candidate	battle_slot candidate available
wz_exam_05	enemy_deck	true	boss_normal_boss_old_case_officer_phase_1	1	content_engine	legacy	whitelist_default_enemy_deck_candidate	enemy_deck default candidate
wz_exam_05	card_pool	true	card_pool_preview	72	content_engine_candidate	legacy	shared_preview_card_pool	readonly candidate no CardData write
wz_exam_05	reward	true	rw_exam_exam_exam_imperial_final_examiner	1	content_engine	legacy	slot_reward_lookup	reward 缺失时 fallback legacy
wz_exam_05	operation_node	true	operation_nodes_preview	10	content_engine_candidate	legacy	shared_preview_operation_nodes	candidate only
wz_exam_05	narrative	true	narrative_key_hook_preview	28	content_engine_candidate	legacy	shared_preview_narrative_keys	key/hook only no body text
wz_exam_05	route_gate	true	route_gates_preview	9	content_engine_candidate	legacy	shared_preview_route_gates	candidate only no formal routing change
